,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
364,GHG,GreenTree Hospitality Group Ltd.,326.97M,1.72%,5460,-
365,GAMB,Gambling.com Group Limited,323.26M,0.81%,28977,97.47M
366,ZUMZ,Zumiez Inc.,320.91M,-2.35%,154870,873.77M
367,HYLN,Hyliion Holdings Corp.,318.78M,-5.43%,297992,672.00K
368,CDRO,"Codere Online Luxembourg, S.A.",304.85M,1.78%,2861,152.88M
369,GCO,Genesco Inc.,304.34M,-4.38%,87551,2.31B
370,TTSH,"Tile Shop Holdings, Inc.",302.67M,0.29%,91237,377.15M
371,SFIX,"Stitch Fix, Inc.",301.63M,-5.18%,515101,1.47B
372,LE,"Lands' End, Inc.",292.13M,-0.65%,21081,1.49B
373,IRBT,iRobot Corporation,291.39M,2.69%,602187,890.58M
374,HBB,Hamilton Beach Brands Holding Company,289.81M,4.26%,109084,625.63M
375,YSG,Yatsen Holding Limited,287.52M,1.15%,1744431,481.63M
376,LANV,Lanvin Group Holdings Limited,283.76M,-4.63%,13910,478.19M
377,NATH,"Nathan's Famous, Inc.",282.21M,-0.56%,602,137.03M
378,GENK,"GEN Restaurant Group, Inc.",281.50M,-0.33%,96115,181.01M
379,LOCO,"El Pollo Loco Holdings, Inc.",275.69M,0.92%,70826,468.66M
380,CTRN,"Citi Trends, Inc.",271.37M,-4.82%,12765,742.22M
381,WEYS,"Weyco Group, Inc.",271.25M,-0.12%,2418,336.51M
382,BRLT,"Brilliant Earth Group, Inc.",270.87M,-0.72%,24043,441.67M
383,JILL,"J.Jill, Inc.",265.86M,0.90%,31388,602.87M
384,RMBL,"RumbleON, Inc.",264.39M,-0.53%,73208,1.38B
385,CLAR,Clarus Corporation,258.10M,3.05%,231825,286.02M
386,RERE,ATRenew Inc.,257.03M,4.39%,164108,1.66B
387,COOK,"Traeger, Inc.",256.76M,-0.49%,116402,605.88M
388,ALLG,Allego N.V.,255.21M,-5.21%,100510,167.77M
389,KFS,Kingsway Financial Services Inc.,247.47M,-0.68%,2251,125.94M
390,HOFT,Hooker Furnishings Corporation,246.31M,0.56%,4922,467.75M
391,BARK,"BARK, Inc.",246.28M,-2.88%,719306,494.72M
392,CPS,Cooper-Standard Holdings Inc.,244.72M,0.21%,27387,2.82B
393,INSE,"Inspired Entertainment, Inc.",239.90M,0.33%,13993,318.40M
394,WW,"WW International, Inc.",237.61M,-4.33%,785895,889.55M
395,SGC,"Superior Group of Companies, Inc.",234.88M,-1.55%,10608,544.67M
396,DIBS,"1stdibs.Com, Inc.",231.32M,10.86%,44272,84.68M
397,INVZ,Innoviz Technologies Ltd.,230.85M,-4.11%,801267,20.88M
398,DXLG,"Destination XL Group, Inc.",229.29M,-1.18%,23441,528.55M
399,VRA,"Vera Bradley, Inc.",226.89M,-2.58%,87232,484.61M
400,JAKK,"JAKKS Pacific, Inc.",225.14M,5.50%,61572,716.05M
401,FSR,Fisker Inc.,221.57M,-9.12%,31359273,73.13M
402,TLYS,"Tilly's, Inc.",219.41M,-1.23%,22332,630.41M
403,LCUT,"Lifetime Brands, Inc.",212.91M,1.95%,20051,690.58M
404,MOND,"Mondee Holdings, Inc.",211.24M,0.41%,22461,200.95M
405,CVGI,"Commercial Vehicle Group, Inc.",208.98M,-1.61%,46003,1.01B
406,PRPL,"Purple Innovation, Inc.",208.74M,0.51%,455674,515.36M
407,KNDI,"Kandi Technologies Group, Inc.",205.68M,2.98%,55700,133.65M
408,CANG,Cango Inc.,203.48M,-,89190,283.19M
409,TDUP,ThredUp Inc.,202.42M,4.49%,119892,322.02M
410,RCKY,"Rocky Brands, Inc.",200.95M,-4.65%,2525,474.81M
411,THCH,TH International Limited,198.48M,-1.59%,34855,204.41M
412,PLCE,"The Children's Place, Inc.",193.52M,4.00%,317253,1.60B
413,ESCA,"Escalade, Incorporated",193.00M,-6.05%,10548,270.20M
414,CBD,Companhia Brasileira de Distribuição,190.82M,-2.47%,22575,3.27B
415,FLXS,"Flexsteel Industries, Inc.",185.92M,-3.88%,5813,399.58M
416,EM,Smart Share Global Limited,178.68M,12.38%,699275,421.96M
417,FLL,"Full House Resorts, Inc.",172.94M,-0.40%,16326,217.11M
418,JZXN,"Jiuzi Holdings, Inc.",170.67M,9.02%,79793,3.03M
419,MPAA,"Motorcar Parts of America, Inc.",167.72M,-3.17%,14423,722.93M
420,VIRC,Virco Mfg. Corporation,159.55M,0.10%,39735,265.30M
421,HYZN,Hyzon Motors Inc.,158.42M,3.05%,182958,787.00K
422,WISH,ContextLogic Inc.,154.20M,-0.94%,243370,287.00M
423,BZUN,Baozun Inc.,154.14M,4.51%,532115,1.18B
424,PNST,Pinstripes Holdings Inc.,150.73M,0.27%,66947,82.53M
425,DLTH,Duluth Holdings Inc.,149.14M,1.13%,28734,642.83M
426,DTC,"Solo Brands, Inc.",142.30M,0.81%,104453,526.70M
427,FAT,FAT Brands Inc.,136.82M,-1.85%,11823,425.64M
428,FATBB,FAT Brands Inc.,136.82M,3.58%,167,425.64M
429,BSET,"Bassett Furniture Industries, Incorporated",136.40M,-2.52%,8035,390.14M
430,CATO,The Cato Corporation,134.83M,-,20364,712.23M
431,NIU,Niu Technologies,134.14M,8.09%,394264,383.13M
432,GRWG,GrowGeneration Corp.,133.66M,-2.29%,227293,230.89M
433,BIRD,"Allbirds, Inc.",133.61M,-5.06%,372033,266.25M
434,CPHC,Canterbury Park Holding Corporation,128.56M,-,1497,62.03M
435,SPWH,"Sportsman's Warehouse Holdings, Inc.",127.20M,-1.47%,52817,1.30B
436,LAKE,"Lakeland Industries, Inc.",122.33M,-6.08%,4766,122.45M
437,ELA,Envela Corporation,116.95M,1.39%,12613,182.39M
438,RRGB,"Red Robin Gourmet Burgers, Inc.",111.59M,-1.25%,194350,1.30B
439,AOUT,"American Outdoor Brands, Inc.",110.35M,-3.11%,15515,197.00M
440,AKA,a.k.a. Brands Holding Corp.,109.84M,-7.70%,4776,546.26M
441,STKS,"The ONE Group Hospitality, Inc.",108.52M,3.76%,17315,331.15M
442,UFI,"Unifi, Inc.",106.59M,0.85%,8708,583.56M
443,PRTS,"CarParts.com, Inc.",104.33M,-1.55%,405801,675.73M
444,GOEV,Canoo Inc.,103.91M,-15.73%,2824158,519.00K
445,NDLS,Noodles & Company,100.64M,-1.56%,155821,503.41M
446,STRT,Strattec Security Corporation,100.27M,-2.23%,714,513.34M
447,CAAS,"China Automotive Systems, Inc.",99.01M,2.45%,17168,545.98M
448,YTRA,"Yatra Online, Inc.",95.63M,-1.68%,49203,52.41M
449,WPRT,Westport Fuel Systems Inc.,95.61M,20.04%,84531,322.66M
450,SLNA,Selina Hospitality PLC,95.36M,-0.01%,106075,-
451,FTEL,Fitell Corporation,94.16M,8.63%,139194,3.87M
452,LITB,"LightInTheBox Holding Co., Ltd.",92.36M,1.00%,115394,650.29M
453,LIVE,Live Ventures Incorporated,88.37M,-1.32%,314,403.78M
454,WKHS,Workhorse Group Inc.,87.06M,2.06%,3732529,12.14M
455,CONN,"Conn's, Inc.",86.91M,-2.82%,32598,1.21B
456,BGFV,Big 5 Sporting Goods Corporation,85.60M,-3.66%,191483,884.75M
457,CNTY,"Century Casinos, Inc.",85.01M,10.00%,58894,510.20M
458,SUP,"Superior Industries International, Inc.",84.56M,-3.99%,26403,1.39B
459,KEQU,Kewaunee Scientific Corporation,84.21M,3.94%,2703,201.04M
460,LUXH,LuxUrban Hotels Inc.,83.25M,-4.42%,152183,98.83M
461,TOUR,Tuniu Corporation,81.71M,1.25%,1310231,50.71M
462,CREV,Carbon Revolution Public Limited,75.49M,7.27%,1035,17.46M
463,GORV,Lazydays Holdings Inc,74.91M,4.43%,121868,1.13B
464,NHTC,Natural Health Trends Corp.,71.98M,0.48%,4404,43.92M
465,REE,REE Automotive Ltd.,71.33M,-3.68%,3030,943.00K
466,LVLU,"Lulu's Fashion Lounge Holdings, Inc.",70.11M,-1.16%,2809,355.18M
467,NTZ,Natuzzi S.p.A.,69.17M,0.48%,508,498.39M
468,PMNT,Perfect Moment Ltd.,69.10M,-0.93%,597,27.03M
469,GAN,GAN Limited,65.35M,-,14791,135.65M
470,BGI,Birks Group Inc.,63.31M,-6.12%,1257,170.73M
471,CULP,"Culp, Inc.",62.04M,-1.95%,24792,237.23M
472,TUP,Tupperware Brands Corporation,62.00M,8.96%,1130075,1.30B
473,PLBY,"PLBY Group, Inc.",61.47M,-1.32%,85571,188.34M
474,TCS,"The Container Store Group, Inc.",61.42M,-4.03%,53313,901.46M
475,JL,J-Long Group Limited,59.35M,4.76%,1447684,38.29M
476,LL,"LL Flooring Holdings, Inc.",57.81M,-0.99%,172229,904.75M
477,GP,GreenPower Motor Company Inc.,57.30M,1.82%,21785,49.53M
478,CRWS,"Crown Crafts, Inc.",57.03M,-2.68%,4356,86.67M
479,SOND,Sonder Holdings Inc.,55.10M,1.20%,9505,573.81M
480,CJET,"Chijet Motor Company, Inc.",53.18M,-5.16%,8407,17.58M
481,ARKR,Ark Restaurants Corp.,49.74M,1.30%,336,184.84M
482,FOSL,"Fossil Group, Inc.",48.02M,-0.55%,199508,1.49B
483,HOUR,"Hour Loop, Inc.",47.54M,-4.38%,12464,123.86M
484,BDL,"Flanigan's Enterprises, Inc.",47.30M,-1.18%,2948,177.68M
485,NCNC,noco-noco Inc.,47.23M,-6.99%,163019,-
486,MULN,"Mullen Automotive, Inc.",44.69M,-1.32%,145667,366.00K
487,VIOT,"Viomi Technology Co., Ltd",44.66M,-0.75%,33583,400.66M
488,ATER,"Aterian, Inc.",44.34M,-1.64%,311918,164.71M
489,INTG,The InterGroup Corporation,44.16M,-1.16%,2,57.18M
490,LGCB,Linkage Global Inc,41.93M,3.13%,2407,22.03M
491,CENN,Cenntro Electric Group Limited,41.41M,8.82%,82698,-
492,BNED,"Barnes & Noble Education, Inc.",41.32M,-16.40%,1392578,1.54B
493,VNCE,Vince Holding Corp.,41.13M,-,1777,308.89M
494,SYPR,"Sypris Solutions, Inc.",40.42M,1.14%,5856,131.20M
495,EVTV,"Envirotech Vehicles, Inc.",39.73M,-11.41%,12327,4.64M
496,TLF,"Tandy Leather Factory, Inc.",37.54M,1.59%,48,77.75M
497,JRSH,"Jerash Holdings (US), Inc.",36.15M,2.05%,3488,119.39M
498,VEV,Vicinity Motor Corp.,35.64M,-2.58%,3843,11.85M
499,YHGJ,Yunhong Green CTI Ltd.,35.17M,-0.91%,1358,16.60M
500,KIRK,"Kirkland's, Inc.",34.64M,-1.12%,61471,465.22M
501,MI,NFT Ltd.,32.75M,1.50%,761642,4.68M
502,PEV,Phoenix Motor Inc.,30.42M,2.79%,43977,4.98M
503,GTIM,Good Times Restaurants Inc.,29.77M,-4.89%,54011,137.86M
504,MRM,MEDIROM Healthcare Technologies Inc.,29.20M,1.03%,1371,49.82M
505,ECDA,ECD Automotive Design Inc,29.00M,12.77%,119413,19.90M
506,SOLO,Electrameccanica Vehicles Corp.,27.39M,2.87%,186034,3.40M
507,GDHG,Golden Heaven Group Holdings Ltd.,25.72M,-1.85%,815245,31.79M
508,RENT,"Rent the Runway, Inc.",25.51M,3.28%,74950,297.80M
509,RAVE,"RAVE Restaurant Group, Inc.",25.23M,-1.69%,14959,11.90M
510,NCL,Northann Corp.,24.37M,5.20%,52709,10.59M
511,VRM,"Vroom, Inc.",22.74M,4.47%,23889,866.63M
512,HWH,HWH International Inc.,22.71M,14.39%,26972,-
513,DLA,"Delta Apparel, Inc.",22.07M,1.60%,14393,387.99M
514,WBUY,WEBUY GLOBAL LTD.,20.95M,-4.30%,110610,44.56M
515,RGS,Regis Corporation,20.61M,5.53%,1057,215.91M
516,CHSN,Chanson International Holding,20.32M,-0.61%,5975,13.54M
517,IPW,iPower Inc.,20.27M,-1.14%,10388,86.93M
518,WKSP,Worksport Ltd.,19.91M,-1.49%,118691,729.32K
519,CTNT,Cheetah Net Supply Chain Service Inc.,19.35M,-5.94%,444,42.11M
520,MGIH,Millennium Group International Holdings Limited,19.13M,-1.18%,55111,45.60M
521,XELB,"Xcel Brands, Inc.",18.69M,5.37%,8743,19.53M
522,DOGZ,Dogness (International) Corporation,17.77M,5.64%,113673,17.58M
523,ZAPP,Zapp Electric Vehicles Group Limited,16.78M,6.50%,25776,-
524,BFI,"BurgerFi International, Inc.",16.49M,-3.20%,17371,173.87M
525,FRSX,Foresight Autonomous Holdings Ltd.,15.94M,3.37%,18953,458.00K
526,JEWL,Adamas One Corp.,15.82M,-8.62%,76634,1.82M
527,FGI,FGI Industries Ltd.,15.20M,-2.19%,4554,118.08M
528,MOGU,MOGU Inc.,15.20M,7.03%,3592,27.58M
529,ISPO,Inspirato Incorporated,14.93M,-,1786,345.02M
530,VLCN,"Volcon, Inc.",14.50M,-2.78%,714631,2.93M
531,YJ,Yunji Inc.,14.15M,-0.14%,147,107.26M
532,DSS,"DSS, Inc.",13.96M,-1.33%,3552,34.72M
533,CZOO,Cazoo Group Ltd,13.40M,4.01%,35144,1.37B
534,LTRY,Lottery.com Inc.,11.87M,2.38%,6075,2.11M
535,VEEE,Twin Vee Powercats Co.,11.71M,-2.44%,8753,33.85M
536,CTHR,"Charles & Colvard, Ltd.",11.38M,-1.33%,30575,25.06M
537,SRM,"SRM Entertainment, Inc.",11.25M,6.19%,38407,6.07M
538,BTBD,"BT Brands, Inc.",10.87M,-,33,14.06M
539,UXIN,Uxin Limited,9.71M,-1.94%,19630,200.74M
540,EZGO,EZGO Technologies Ltd.,9.70M,9.60%,3260736,15.92M
541,JOAN,JOANN Inc.,9.66M,4.77%,391827,2.16B
542,DXYN,"The Dixie Group, Inc.",9.33M,-2.00%,35008,280.21M
543,LIDR,"AEye, Inc.",9.16M,-9.59%,55107,2.49M
544,SPGC,"Sacks Parente Golf, Inc.",9.05M,1.02%,74,240.00K
545,AYRO,"Ayro, Inc.",8.75M,-0.56%,14818,949.93K
546,VMAR,Vision Marine Technologies Inc.,8.45M,-2.90%,42245,3.80M
547,XWEL,"XWELL, Inc.",8.36M,-,2016,30.26M
548,FRZA,"Forza X1, Inc.",8.04M,1.28%,8736,18.56K
549,JXJT,JX Luxventure Limited,8.00M,-0.76%,11572,49.91M
550,EGOX,Next.e.GO N.V.,7.35M,-4.54%,4313670,-
551,EFOI,"Energy Focus, Inc.",7.09M,6.21%,10883,3.99M
552,OCG,Oriental Culture Holding LTD,6.84M,-3.59%,3824,1.57M
553,FORD,"Forward Industries, Inc.",6.54M,-1.59%,7033,33.03M
554,KXIN,Kaixin Auto Holdings,6.01M,-0.67%,29567,68.40M
555,FFIE,Faraday Future Intelligent Electric Inc.,5.68M,-3.01%,4769738,551.00K
556,CNXA,Connexa Sports Technologies Inc.,5.32M,-4.00%,979112,9.78M
557,PIK,Kidpik Corp.,5.06M,80.37%,25499497,15.61M
558,YOSH,Yoshiharu Global Co.,5.06M,7.61%,184,9.25M
559,TRNR,Interactive Strength Inc.,4.89M,-8.70%,75758,973.00K
560,JFBR,Jeffs' Brands Ltd,4.84M,-60.38%,1272017,7.39M
561,FUV,"Arcimoto, Inc.",4.80M,1.26%,77591,6.61M
562,EJH,E-Home Household Service Holdings Limited,4.30M,-6.25%,66664,68.32M
563,SBET,SharpLink Gaming Ltd.,4.22M,5.38%,1329,-
564,REBN,"Reborn Coffee, Inc.",3.74M,-12.50%,165942,5.02M
565,UCAR,U Power Limited,3.71M,0.85%,6884974,753.72K
566,DBGI,"Digital Brands Group, Inc.",3.60M,-2.02%,24311,12.41M
567,WNW,Meiwu Technology Company Limited,3.58M,-,58699,30.30M
568,OCTO,Eightco Holdings Inc.,3.43M,-3.02%,191348,75.82M
569,SECO,Secoo Holding Limited,3.39M,-,30876,413.47M
570,NVVE,Nuvve Holding Corp.,3.38M,-,24962,7.83M
571,JWEL,Jowell Global Ltd.,3.29M,-10.98%,5922,193.98M
572,NVFY,"Nova LifeStyle, Inc.",2.83M,-2.31%,31522,11.06M
573,IVP,"Inspire Veterinary Partners, Inc.",2.47M,-1.08%,49754303,16.07M
574,AUVI,"Applied UV, Inc.",2.41M,-,69610,37.94M
575,AREB,"American Rebel Holdings, Inc.",1.91M,-4.17%,52746,15.27M
576,BQ,Boqii Holding Limited,1.17M,-0.89%,32517,122.67M
