,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
369,TUYA,Tuya Inc.,1.07B,0.54%,153712,229.99M
370,IE,Ivanhoe Electric Inc.,1.05B,0.91%,258697,3.90M
371,INFN,Infinera Corporation,1.04B,-2.49%,761017,1.65B
372,CRCT,"Cricut, Inc.",1.03B,-,161640,765.15M
373,PUBM,"PubMatic, Inc.",1.02B,-1.81%,55864,267.01M
374,HIMX,"Himax Technologies, Inc.",1.02B,1.22%,187009,945.43M
375,ATEN,"A10 Networks, Inc.",1.01B,8.43%,499937,251.70M
376,GDYN,"Grid Dynamics Holdings, Inc.",983.86M,-3.20%,53291,312.91M
377,MODN,"Model N, Inc.",977.76M,0.78%,51375,253.80M
378,RPAY,Repay Holdings Corporation,972.28M,-0.80%,116066,296.63M
379,GB,Global Blue Group Holding AG,930.02M,5.62%,8499,448.71M
380,NYAX,Nayax Ltd.,929.96M,-1.01%,14410,235.49M
381,RSKD,Riskified Ltd.,917.77M,1.56%,255729,297.61M
382,OLO,Olo Inc.,908.24M,0.36%,241592,228.29M
383,CORZ,"Core Scientific, Inc.",901.10M,-7.94%,3502262,-
384,VMEO,"Vimeo, Inc.",897.36M,7.88%,2302596,417.21M
385,NVTS,Navitas Semiconductor Corporation,869.38M,5.98%,2476233,79.46M
386,SSYS,Stratasys Ltd.,865.82M,1.21%,99352,627.60M
387,YALA,Yalla Group Limited,848.38M,-0.93%,142294,313.07M
388,WEAV,"Weave Communications, Inc.",847.01M,-2.40%,45279,162.46M
389,TWKS,"Thoughtworks Holding, Inc.",839.11M,-0.38%,197934,1.13B
390,WALD,Waldencast plc,805.70M,-2.78%,21259,166.13M
391,KARO,Karooooo Ltd.,804.73M,-1.70%,573,215.12M
392,KC,Kingsoft Cloud Holdings Limited,804.31M,28.62%,3562494,1.03B
393,ML,MoneyLion Inc.,783.49M,-13.29%,290273,423.43M
394,PSFE,Paysafe Limited,779.29M,3.86%,215686,1.60B
395,RDWR,Radware Ltd.,772.48M,10.02%,338290,261.29M
396,BLND,"Blend Labs, Inc.",769.42M,-6.13%,745792,163.53M
397,WKME,WalkMe Ltd.,761.57M,-1.82%,129609,266.95M
398,BELFA,Bel Fuse Inc.,746.56M,-,3661,669.01M
399,IIIV,"i3 Verticals, Inc.",746.21M,1.21%,72497,376.20M
400,YEXT,"Yext, Inc.",746.08M,-1.82%,187120,405.11M
401,BELFB,Bel Fuse Inc.,741.44M,-1.48%,26766,669.01M
402,ENFN,"Enfusion, Inc.",732.72M,2.65%,188171,168.57M
403,BTDR,Bitdeer Technologies Group,708.75M,-13.99%,1748493,-
404,HKD,AMTD Digital Inc.,705.50M,0.54%,248234,33.07M
405,IMXI,"International Money Express, Inc.",698.94M,-2.90%,70976,658.74M
406,NNDM,Nano Dimension Ltd.,698.27M,-,989585,53.96M
407,CNDT,Conduent Incorporated,691.87M,-2.08%,174671,3.72B
408,HCKT,"The Hackett Group, Inc.",681.65M,0.36%,11733,296.59M
409,AOSL,Alpha and Omega Semiconductor Limited,676.98M,-1.59%,33573,640.00M
410,DDD,3D Systems Corporation,674.78M,1.19%,581580,505.95M
411,DSP,Viant Technology Inc.,660.86M,4.24%,205077,222.93M
412,NOVA,Sunnova Energy International Inc.,655.29M,-0.37%,10664470,720.65M
413,DMRC,Digimarc Corporation,630.48M,0.10%,70458,34.85M
414,SNPO,Snap One Holdings Corp.,621.98M,-2.56%,11855,1.06B
415,MTTR,"Matterport, Inc.",612.49M,-0.51%,655576,157.75M
416,MLAB,"Mesa Laboratories, Inc.",604.13M,-4.62%,17456,212.87M
417,LASR,"nLIGHT, Inc.",601.99M,-0.16%,18947,209.92M
418,CRNC,Cerence Inc.,585.94M,5.33%,97823,349.15M
419,BIGC,"BigCommerce Holdings, Inc.",578.33M,-0.66%,98127,309.39M
420,CEVA,"CEVA, Inc.",574.53M,2.39%,35871,97.42M
421,AAOI,"Applied Optoelectronics, Inc.",566.76M,-3.05%,840299,217.65M
422,BBAI,"BigBear.ai Holdings, Inc.",563.95M,-5.84%,7754126,154.96M
423,SCWX,SecureWorks Corp.,560.28M,2.04%,2231,392.06M
424,EB,"Eventbrite, Inc.",555.18M,-2.75%,345107,326.13M
425,TTEC,"TTEC Holdings, Inc.",554.43M,-2.99%,49186,2.46B
426,SMRT,"SmartRent, Inc.",552.48M,-,344988,236.84M
427,ALNT,Allient Inc.,549.24M,-0.73%,17925,578.63M
428,DJCO,Daily Journal Corporation,544.53M,-1.12%,8183,71.40M
429,SPWR,SunPower Corporation,531.34M,-2.64%,1972295,1.83B
430,BAND,Bandwidth Inc.,525.68M,0.75%,49435,601.12M
431,ITRN,Ituran Location and Control Ltd.,524.20M,6.19%,175594,319.98M
432,MITK,"Mitek Systems, Inc.",522.46M,3.32%,289629,172.32M
433,SKYT,"SkyWater Technology, Inc.",521.07M,-7.90%,338622,272.62M
434,MGIC,Magic Software Enterprises Ltd.,519.21M,0.38%,15812,556.65M
435,CGNT,Cognyte Software Ltd.,510.91M,-0.55%,48947,302.97M
436,ICG,Intchains Group Limited,509.47M,3.53%,251,11.44M
437,CINT,CI&T Inc,503.33M,1.06%,247648,465.47M
438,MEI,"Methode Electronics, Inc.",499.71M,-3.05%,170367,1.14B
439,TSAT,Telesat Corporation,490.71M,-,21616,551.81M
440,XPER,Xperi Holding Corporation,487.43M,1.74%,114157,521.33M
441,NRDY,"Nerdy, Inc.",482.93M,2.52%,227684,193.40M
442,MVIS,"MicroVision, Inc.",482.31M,-3.24%,832152,7.26M
443,ADTN,"ADTRAN Holdings, Inc.",480.85M,-0.49%,104621,1.28B
444,VPG,"Vishay Precision Group, Inc.",470.26M,-0.54%,4805,355.05M
445,AEHR,Aehr Test Systems,468.80M,-0.18%,257964,81.53M
446,CTLP,"Cantaloupe, Inc.",459.35M,-1.41%,44379,252.57M
447,CLFD,"Clearfield, Inc.",454.58M,-1.49%,45373,217.01M
448,RXT,"Rackspace Technology, Inc.",454.45M,3.45%,570218,3.02B
449,BLZE,"Backblaze, Inc.",452.97M,-8.30%,189798,96.21M
450,AVNW,"Aviat Networks, Inc.",446.31M,-0.96%,6121,357.26M
451,RDZN,"Roadzen, Inc.",444.18M,-,375,-
452,VNET,"VNET Group, Inc.",442.67M,9.80%,2219200,1.02B
453,DAVE,Dave Inc.,440.60M,-6.53%,17565,259.09M
454,NTGR,"NETGEAR, Inc.",432.46M,-1.30%,15913,740.84M
455,AUDC,AudioCodes Ltd.,426.27M,-2.92%,6560,244.38M
456,LAW,"CS Disco, Inc.",418.88M,-0.29%,41064,138.09M
457,LYTS,LSI Industries Inc.,415.71M,-0.70%,14062,473.55M
458,OSPN,OneSpan Inc.,415.69M,-12.82%,264843,235.11M
459,FARO,"FARO Technologies, Inc.",411.82M,-3.87%,54099,358.83M
460,NVEC,NVE Corporation,402.38M,-0.02%,547,35.52M
461,DAKT,"Daktronics, Inc.",397.21M,2.87%,117601,812.07M
462,MTC,"MMTec, Inc.",390.32M,0.51%,184098,3.22M
463,PRCH,"Porch Group, Inc.",374.81M,2.73%,1224699,382.94M
464,AMSWA,"American Software, Inc.",370.07M,0.09%,7396,110.31M
465,EGHT,"8x8, Inc.",366.56M,6.06%,668152,733.82M
466,UIS,Unisys Corporation,366.00M,-3.18%,57412,2.02B
467,CAN,Canaan Inc.,365.56M,-10.90%,12939120,211.48M
468,DOMO,"Domo, Inc.",359.40M,1.07%,199359,318.43M
469,GPRO,"GoPro, Inc.",351.51M,-0.43%,437346,1.01B
470,FRGE,"Forge Global Holdings, Inc.",324.26M,2.16%,41244,67.58M
471,GILT,Gilat Satellite Networks Ltd.,319.33M,-1.24%,26253,266.09M
472,OPFI,OppFi Inc.,319.00M,-11.72%,514389,255.89M
473,APPS,"Digital Turbine, Inc.",316.27M,0.32%,2170102,572.38M
474,STEM,"Stem, Inc.",313.97M,-8.29%,1695055,461.52M
475,MTLS,Materialise NV,311.87M,-2.61%,20259,308.81M
476,CLMB,"Climb Global Solutions, Inc.",310.73M,-2.97%,2617,352.01M
477,TGAN,"Transphorm, Inc.",304.35M,-,24036,18.76M
478,WBX,Wallbox N.V.,302.10M,0.69%,155397,158.67M
479,QBTS,D-Wave Quantum Inc.,299.07M,-1.60%,1282465,8.25M
480,COMM,"CommScope Holding Company, Inc.",298.81M,12.00%,1756490,5.79B
481,NUKK,Nukkleus Inc.,293.89M,43.34%,127801,26.73M
482,PERF,Perfect Corp.,293.83M,0.40%,178147,53.51M
483,RGTI,"Rigetti Computing, Inc.",290.36M,-6.06%,4404202,14.69M
484,NOTE,"FiscalNote Holdings, Inc.",279.44M,-5.58%,657674,129.83M
485,RMNI,"Rimini Street, Inc.",276.84M,1.30%,109462,431.50M
486,CCSI,"Consensus Cloud Solutions, Inc.",275.29M,2.02%,115408,362.56M
487,ONTF,"ON24, Inc.",274.95M,-1.47%,62772,170.94M
488,IBEX,IBEX Limited,270.26M,-0.26%,14045,513.10M
489,AIP,"Arteris, Inc.",269.68M,-2.60%,20142,53.67M
490,KOPN,Kopin Corporation,269.62M,-1.23%,285474,44.00M
491,TRAK,"Park City Group, Inc.",263.49M,-1.73%,25771,19.81M
492,TLS,Telos Corporation,255.52M,-9.54%,392818,151.66M
493,RDVT,"Red Violet, Inc.",251.35M,-,8959,60.20M
494,CRNT,Ceragon Networks Ltd.,249.80M,1.01%,247935,347.18M
495,PRTH,"Priority Technology Holdings, Inc.",242.44M,-0.95%,18494,733.89M
496,API,"Agora, Inc.",242.02M,-0.38%,55806,141.54M
497,QUIK,QuickLogic Corporation,240.01M,-1.06%,95959,17.80M
498,ASUR,"Asure Software, Inc.",235.52M,-3.03%,48918,119.08M
499,OPTX,"Syntec Optics Holdings, Inc.",232.97M,2.20%,1897,42.42M
500,VLN,Valens Semiconductor Ltd.,230.41M,-3.20%,51225,84.16M
501,IMMR,Immersion Corporation,227.66M,3.78%,286468,33.92M
502,LSAK,"Lesaka Technologies, Inc.",227.40M,-3.61%,67,547.10M
503,LUNA,Luna Innovations Incorporated,224.14M,-0.31%,25461,116.61M
504,OUST,"Ouster, Inc.",222.99M,-0.90%,128460,69.77M
505,MX,Magnachip Semiconductor Corporation,218.35M,-1.60%,163534,230.05M
506,ITI,"Iteris, Inc.",211.22M,0.61%,69632,171.68M
507,MIXT,MiX Telematics Limited,209.63M,-1.19%,112425,150.06M
508,BKSY,BlackSky Technology Inc.,207.11M,-0.69%,151578,78.40M
509,TCX,Tucows Inc.,206.59M,-1.54%,16521,331.29M
510,INOD,Innodata Inc.,206.45M,-0.42%,61780,86.78M
511,III,"Information Services Group, Inc.",205.76M,0.71%,39744,291.05M
512,SSTI,SoundThinking Inc,204.74M,-2.50%,2301,87.67M
513,AXTI,"AXT, Inc.",199.89M,-0.44%,372811,82.16M
514,DM,"Desktop Metal, Inc.",199.06M,-9.40%,501751,197.91M
515,INVE,"Identiv, Inc.",198.84M,0.58%,17603,116.40M
516,ATGL,Alpha Technology Group Limited,198.11M,-6.92%,1761,1.11M
517,MAXN,"Maxeon Solar Technologies, Ltd.",195.29M,-4.07%,746243,1.22B
518,KLTR,"Kaltura, Inc.",191.97M,-0.74%,33807,175.17M
519,EGAN,eGain Corporation,191.27M,6.53%,91177,95.64M
520,REKR,"Rekor Systems, Inc.",188.22M,-4.04%,238065,28.42M
521,SATL,Satellogic Inc.,186.20M,-8.13%,6408,6.81M
522,EXFY,"Expensify, Inc.",185.75M,0.92%,216007,150.69M
523,VOXX,VOXX International Corporation,184.63M,-7.59%,12035,497.35M
524,HEAR,Turtle Beach Corporation,184.13M,7.66%,27918,259.48M
525,TROO,"TROOPS, Inc.",176.77M,3.45%,22910,3.88M
526,MRAM,"Everspin Technologies, Inc.",175.53M,2.10%,34039,63.77M
527,ATOM,Atomera Incorporated,174.89M,-2.24%,26743,550.00K
528,CSPI,CSP Inc.,174.85M,3.44%,37469,61.68M
529,AISP,"Airship AI Holdings, Inc.",166.83M,1.03%,1712177,22.64M
530,CMTL,Comtech Telecommunications Corp.,164.86M,-1.04%,254247,570.77M
531,PXLW,"Pixelworks, Inc.",163.39M,1.79%,195117,56.49M
532,PAYS,"PaySign, Inc.",155.63M,2.37%,20583,44.20M
533,SANG,Sangoma Technologies Corporation,154.83M,-0.86%,3094,189.28M
534,VCSA,"Vacasa, Inc.",154.68M,0.58%,33363,1.12B
535,MAPS,"WM Technology, Inc.",149.42M,-2.93%,131070,195.87M
536,MKFG,Markforged Holding Corporation,146.95M,10.26%,321793,99.28M
537,YIBO,Planet Image International Limited,143.33M,4.71%,1067,142.13M
538,LTRX,"Lantronix, Inc.",142.79M,-1.44%,122626,137.96M
539,WRAP,"Wrap Technologies, Inc.",141.93M,-3.43%,59388,9.13M
540,ARQQ,Arqit Quantum Inc.,139.46M,-4.41%,377588,640.00K
541,ZFOX,"ZeroFox Holdings, Inc.",138.35M,-,91670,-
542,AIXI,Xiao-I Corporation,136.89M,1.06%,15568,61.80M
543,INTT,inTEST Corporation,135.72M,0.54%,13955,129.55M
544,GMM,Global Mofy Metaverse Limited,135.46M,30.69%,210676,26.89M
545,ARBE,Arbe Robotics Ltd.,134.86M,5.45%,42261,1.47M
546,PSQH,"PSQ Holdings, Inc.",133.56M,-0.64%,23605,1.38M
547,,Nano Labs Ltd,126.93M,1.94%,14920,655.30M
548,ALOT,"AstroNova, Inc.",124.87M,-3.05%,8009,148.35M
549,CMBM,Cambium Networks Corporation,124.42M,-3.13%,86400,264.50M
550,SOL,Emeren Group Ltd,122.87M,-3.59%,112911,86.34M
551,PXDT,"Pixie Dust Technologies, Inc.",121.00M,3.91%,4014,5.75M
552,RELL,"Richardson Electronics, Ltd.",120.30M,1.01%,16140,225.91M
553,MPTI,"M-tron Industries, Inc.",115.50M,-2.29%,29503,39.07M
554,LDTC,LeddarTech Holdings Inc.,112.79M,-2.25%,4030,6.16M
555,SNCR,"Synchronoss Technologies, Inc.",112.42M,4.70%,81398,234.70M
556,GSIT,"GSI Technology, Inc.",112.06M,-,192977,22.00M
557,PWFL,"PowerFleet, Inc.",111.27M,-3.01%,56355,132.20M
558,XBP,XBP Europe Holdings Inc,109.50M,-11.60%,75851,220.74M
559,UEIC,Universal Electronics Inc.,109.21M,-4.42%,20114,445.62M
560,RSSS,"Research Solutions, Inc.",107.32M,-3.93%,75889,40.68M
561,SURG,"SurgePays, Inc.",106.86M,-,349397,141.05M
562,SILC,Silicom Ltd.,104.05M,-2.60%,8897,124.13M
563,LPSN,"LivePerson, Inc.",103.97M,-10.17%,977606,401.98M
564,MYNA,Mynaric AG,103.87M,5.47%,2907,4.70M
565,RYDE,Ryde Group Ltd,102.92M,25.39%,237975,6.58M
566,FEBO,Fenbo Holdings Limited,102.13M,4.52%,2421,15.31M
567,ZENV,Zenvia Inc.,101.60M,-2.34%,44162,153.40M
568,ALAR,Alarum Technologies Ltd.,100.39M,8.74%,63930,24.54M
569,FEIM,"Frequency Electronics, Inc.",99.33M,1.14%,1370,49.61M
570,BEEM,Beam Global,98.68M,-2.12%,40962,55.22M
571,AEYE,"AudioEye, Inc.",98.56M,7.41%,41917,31.32M
572,SYT,"SYLA Technologies Co., Ltd.",96.53M,-1.33%,2906,153.15M
573,IZM,ICZOOM Group Inc.,96.03M,-0.97%,63746,214.41M
574,CCRD,CoreCard Corporation,95.81M,-1.04%,5163,56.00M
575,VUZI,Vuzix Corporation,95.79M,-,239075,13.96M
576,VLD,"Velo3D, Inc.",94.27M,-1.21%,8717427,105.54M
577,KVHI,"KVH Industries, Inc.",93.36M,-1.90%,19737,137.41M
578,ELTK,Eltek Ltd.,93.08M,-23.34%,504495,46.70M
579,SPPL,SIMPPLE LTD.,91.35M,1.25%,99213,4.89M
580,AUID,authID Inc.,89.49M,-8.13%,36397,384.32K
581,OCFT,"OneConnect Financial Technology Co., Ltd.",86.76M,3.62%,7830,548.19M
582,PET,Wag! Group Co.,86.34M,-4.09%,16947,79.28M
583,BMR,Beamr Imaging Ltd.,86.16M,-1.91%,400044,2.91M
584,BCOV,Brightcove Inc.,85.23M,-3.08%,157111,201.19M
585,GNSS,Genasys Inc.,84.53M,1.04%,14062,40.54M
586,PHUN,"Phunware, Inc.",82.49M,-0.57%,617913,15.80M
587,ALLT,Allot Ltd.,82.25M,2.33%,4821,93.15M
588,SOTK,Sono-Tek Corporation,80.46M,-0.60%,2950,18.59M
589,BKKT,"Bakkt Holdings, Inc.",79.86M,1.24%,2336761,580.99M
590,LINK,"Interlink Electronics, Inc.",78.23M,0.34%,2704,12.01M
591,RTC,Baijiayun Group Ltd,78.05M,10.73%,77981,11.36M
592,ONDS,Ondas Holdings Inc.,76.71M,-5.98%,133184,11.21M
593,MKTW,"MarketWise, Inc.",74.38M,1.05%,69824,-
594,SPRU,Spruce Power Holding Corporation,73.45M,0.74%,22758,71.22M
595,OSS,"One Stop Systems, Inc.",72.94M,-0.28%,28550,65.99M
596,UPLD,"Upland Software, Inc.",72.43M,-1.57%,63671,297.85M
597,SSNT,"SilverSun Technologies, Inc.",72.08M,1.47%,16912,52.21M
598,SELX,Semilux International Ltd.,71.57M,10.65%,1306742,3.89M
599,ZEPP,Zepp Health Corporation,70.80M,-2.59%,24389,408.16M
600,TYGO,"Tigo Energy, Inc.",70.48M,-,132595,-
601,WFCF,"Where Food Comes From, Inc.",69.54M,-9.86%,102,25.14M
602,ASYS,"Amtech Systems, Inc.",69.11M,-3.49%,16914,116.68M
603,TACT,TransAct Technologies Incorporated,69.01M,0.43%,1540,77.32M
604,VERI,"Veritone, Inc.",68.50M,-17.63%,266705,137.25M
605,QUBT,"Quantum Computing, Inc.",65.36M,9.15%,1050315,284.43K
606,DPSI,"Decisionpoint Systems, Inc.",64.53M,-0.83%,1267,109.57M
607,POET,POET Technologies Inc.,63.77M,-0.75%,4678,557.79K
608,EBON,Ebang International Holdings Inc.,63.25M,-5.49%,78581,11.35M
609,RCAT,"Red Cat Holdings, Inc.",63.04M,-0.48%,62515,10.99M
610,STIX,"Semantix, Inc.",62.75M,-8.34%,8091,44.82M
611,AKTS,"Akoustis Technologies, Inc.",62.61M,-1.00%,185857,29.71M
612,KPLT,"Katapult Holdings, Inc.",61.42M,2.09%,3214,214.34M
613,CSLR,"Complete Solaria, Inc.",59.56M,6.06%,6191,171.96M
614,FTCI,"FTC Solar, Inc.",59.49M,-5.84%,164817,130.02M
615,AIRG,"Airgain, Inc.",57.76M,3.76%,11890,56.04M
616,LPTH,"LightPath Technologies, Inc.",55.70M,-0.69%,5376,32.49M
617,GRRR,Gorilla Technology Group Inc.,55.55M,2.95%,249389,-
618,NVNI,Nvni Group Limited,54.10M,-0.87%,3124,23.54M
619,MOGO,Mogo Inc.,53.51M,-9.26%,13735,48.30M
620,KNW,"Know Labs, Inc.",53.47M,11.33%,57243,-
621,DZSI,DZS Inc.,51.83M,4.23%,21543,389.46M
622,ISDR,Issuer Direct Corporation,51.70M,-1.33%,1981,33.38M
623,KTCC,Key Tronic Corporation,51.55M,-2.44%,675,620.34M
624,EGIO,"Edgio, Inc.",50.71M,-2.54%,68847,379.92M
625,QMCO,Quantum Corporation,50.61M,-1.78%,56768,407.47M
626,MSAI,MultiSensor AI Holdings Inc.,50.50M,-17.54%,228987,11.08M
627,USIO,"Usio, Inc.",45.77M,-1.15%,5453,81.93M
628,REFR,Research Frontiers Incorporated,44.23M,4.55%,58977,909.60K
629,DGHI,Digihost Technology Inc.,44.21M,-7.14%,138305,21.01M
630,AGMH,AGM Group Holdings Inc.,43.90M,3.31%,34863,165.45M
631,MNDO,MIND C.T.I. Ltd,43.55M,0.46%,30694,21.61M
632,PALT,"Paltalk, Inc.",43.34M,-1.03%,102833,11.08M
633,STRC,Sarcos Technology and Robotics Corporation,43.09M,-2.70%,159022,6.15M
634,SATX,Satixfy Communications Ltd.,42.80M,3.83%,63160,-
635,ULY,Urgent.ly Inc.,42.69M,-1.55%,9307,-
636,MRT,"Marti Technologies, Inc.",42.26M,9.26%,40199,34.47M
637,LAES,SEALSQ Corp,41.95M,7.18%,627942,27.29M
638,JFU,9F Inc.,41.21M,-,2621,102.96M
639,INSG,Inseego Corp.,40.98M,-3.42%,48237,195.69M
640,BKTI,BK Technologies Corporation,40.33M,-2.55%,1367,78.13M
641,CPTN,"Cepton, Inc.",39.93M,1.19%,5598,9.68M
642,ARBB,ARB IOT Group Limited,39.66M,2.00%,20102,51.73M
643,DTST,Data Storage Corporation,39.17M,-4.38%,34085,24.74M
644,SWVL,Swvl Holdings Corp.,38.85M,10.16%,30335,21.87M
645,AWRE,"Aware, Inc.",38.41M,-2.73%,20717,17.93M
646,CASA,"Casa Systems, Inc.",36.67M,-1.36%,38847,249.79M
647,INLX,"Intellinetics, Inc.",36.66M,11.85%,11423,16.73M
648,MOBX,Mobix Labs Inc,36.60M,-1.41%,555435,-
649,CREX,"Creative Realities, Inc.",35.39M,-2.58%,58480,41.20M
650,DSWL,"Deswell Industries, Inc.",34.90M,0.91%,2777,70.63M
651,BTCM,BIT Mining Limited,34.89M,-0.32%,53482,43.10M
652,SQNS,Sequans Communications S.A.,34.37M,-8.25%,107914,33.62M
653,IDN,"Intellicheck, Inc.",33.87M,1.12%,28140,18.28M
654,MLGO,MicroAlgo Inc.,33.84M,6.62%,2073994,-
655,FKWL,Franklin Wireless Corp.,33.59M,-1.39%,4368,47.36M
656,LGL,"The LGL Group, Inc.",33.46M,-3.04%,251,-20.83M
657,NTWK,"NetSol Technologies, Inc.",32.41M,1.23%,667,56.78M
658,HOLO,MicroCloud Hologram Inc.,32.20M,-8.30%,734415,-
659,DAIO,Data I/O Corporation,31.66M,0.71%,5,28.46M
660,APCX,AppTech Payments Corp.,31.66M,0.65%,32879,471.00K
661,EMKR,EMCORE Corporation,31.16M,-0.74%,166546,96.89M
662,NSYS,Nortech Systems Incorporated,30.65M,0.09%,33,138.90M
663,RBT,"Rubicon Technologies, Inc.",30.36M,-7.28%,223701,692.91M
664,FATH,Fathom Digital Manufacturing Corporation,30.36M,-,2871,139.34M
665,DUOT,"Duos Technologies Group, Inc.",30.26M,4.90%,13255,11.88M
666,FCUV,Focus Universal Inc.,29.17M,15.41%,58964,841.01K
667,CXAI,CXApp Inc.,29.15M,2.66%,311387,-
668,SONM,"Sonim Technologies, Inc.",28.86M,7.44%,8407,104.32M
669,CLPS,CLPS Incorporation,28.18M,-4.46%,4111,145.37M
670,NXPL,NextPlat Corp,27.90M,-3.50%,7041,23.75M
671,SMSI,"Smith Micro Software, Inc.",27.85M,-3.15%,424128,40.86M
672,CPSH,CPS Technologies Corporation,26.21M,-2.43%,99161,26.92M
673,ANY,Sphere 3D Corp.,25.91M,-8.42%,390941,15.64M
674,OCC,Optical Cable Corporation,25.59M,-1.91%,9727,72.17M
675,WKEY,WISeKey International Holding AG,25.08M,1.23%,15526,28.08M
676,SOS,SOS Limited,24.90M,-9.69%,451045,217.08M
677,UTSI,UTStarcom Holdings Corp.,24.71M,-,44,13.07M
678,GETR,"Getaround, Inc.",24.64M,-1.93%,147891,68.37M
679,HKIT,Hitek Global Inc.,24.47M,-6.78%,33567,6.43M
680,VRAR,"The Glimpse Group, Inc.",23.86M,-4.93%,6254,11.76M
681,KOSS,Koss Corporation,23.78M,1.18%,10558,13.21M
682,TRT,Trio-Tech International,23.64M,2.47%,16596,41.09M
683,MRDB,MariaDB plc,23.41M,-2.08%,50216,53.92M
684,PRST,"Presto Automation, Inc.",23.39M,-0.31%,216885,21.20M
685,RVYL,Ryvyl Inc.,23.31M,9.76%,3291,54.04M
686,WYY,WidePoint Corporation,22.37M,-2.30%,498,101.11M
687,CLRO,"ClearOne, Inc.",21.69M,57.11%,4939,18.57M
688,VHC,VirnetX Holding Corp,21.17M,-3.76%,12497,12.00K
689,BMTX,"BM Technologies, Inc.",20.77M,-4.92%,5054,56.90M
690,NEON,Neonode Inc.,20.58M,-4.48%,12087,4.45M
691,SGMA,"SigmaTron International, Inc.",20.42M,0.30%,9289,399.71M
692,VIAO,VIA optronics AG,20.39M,3.47%,1211,210.00M
693,SPI,"SPI Energy Co., Ltd.",20.23M,1.31%,133847,209.89M
694,DTSS,Datasea Inc.,20.18M,-,46389,23.68M
695,SYNX,Silynxcom Ltd.,20.00M,4.44%,4709,7.26M
696,TAIT,Taitron Components Incorporated,19.39M,-,1978,6.92M
697,FTFT,Future FinTech Group Inc.,19.20M,-6.60%,32856,31.99M
698,HTCR,"HeartCore Enterprises, Inc.",19.17M,5.71%,8685,20.52M
699,JG,Aurora Mobile Limited,19.15M,-5.31%,752,41.23M
700,UMAC,"Unusual Machines, Inc.",18.96M,-12.36%,4153315,4.89M
701,CTM,"Castellum, Inc.",18.29M,1.48%,93094,44.18M
702,KULR,"KULR Technology Group, Inc.",18.23M,-0.73%,350332,9.31M
703,TSRI,"TSR, Inc.",16.76M,0.38%,267,93.37M
704,AMPG,"AmpliTech Group, Inc.",16.56M,1.42%,10833,15.85M
705,MMAT,Meta Materials Inc.,15.86M,-8.10%,109044,7.09M
706,BOSC,B.O.S. Better Online Solutions Ltd.,15.52M,-0.15%,9937,44.62M
707,CYN,Cyngn Inc.,15.14M,1.96%,1814231,1.49M
708,MTBL,"Moatable, Inc.",14.79M,-,14666,50.81M
709,CISO,CISO Global Inc,14.71M,-0.80%,118007,58.06M
710,ELSE,"Electro-Sensors, Inc.",14.17M,0.98%,445,8.35M
711,XELA,"Exela Technologies, Inc.",13.53M,-2.52%,22524,1.07B
712,MVLA,Movella Holdings Inc.,13.44M,2.92%,97884,57.99M
713,TURB,"Turbo Energy, S.A.",13.33M,-6.40%,3790,34.04M
714,WRNT,Warrantee Inc.,13.22M,4.92%,51880,1.66M
715,AHI,Advanced Human Imaging Limited,13.11M,-3.23%,12201,2.79M
716,MINM,"Minim, Inc.",13.00M,-12.90%,36552,35.27M
717,OLB,"The OLB Group, Inc.",12.66M,1.27%,20394,31.62M
718,WATT,Energous Corporation,12.53M,2.49%,22600,561.71K
719,CAUD,Collective Audience Inc.,12.50M,5.24%,143569,28.63M
720,LYT,Lytus Technologies Holdings PTV. Ltd.,12.49M,-20.25%,710694,19.39M
721,SVRE,SaverOne 2014 Ltd,12.27M,1.69%,27275,2.29M
722,HUBC,HUB Cyber Security (Israel) Ltd.,11.60M,-4.07%,98074,73.04M
723,BNZI,"Banzai International, Inc.",11.35M,-6.07%,675585,7.70M
724,INPX,Inpixon,11.21M,12.10%,2738984,12.46M
725,SLNH,"Soluna Holdings, Inc.",11.18M,-2.14%,175993,15.13M
726,MSN,Emerson Radio Corp.,11.13M,-1.15%,10845,8.74M
727,BLIN,"Bridgeline Digital, Inc.",11.04M,-5.36%,19592,15.56M
728,SOBR,"SOBR Safe, Inc.",10.94M,-0.25%,27399,144.33K
729,SGE,"Strong Global Entertainment, Inc.",10.66M,-1.12%,467,50.13M
730,IDAI,T Stamp Inc.,10.33M,-1.77%,102769,4.49M
731,MTEK,Maris-Tech Ltd.,10.32M,4.62%,18890,2.01M
732,LEDS,SemiLEDs Corporation,10.04M,-2.58%,2421,5.93M
733,SGN,Signing Day Sports Inc.,9.54M,5.78%,617630,222.22K
734,WLDS,Wearable Devices Ltd.,9.30M,0.48%,74407,29.00K
735,VJET,voxeljet AG,9.09M,-4.65%,10529,29.61M
736,ISUN,"iSun, Inc.",9.09M,-5.87%,188800,96.13M
737,WETG,"WeTrade Group, Inc.",9.06M,-1.31%,570,4.72M
738,ELWS,"Earlyworks Co., Ltd",9.02M,20.53%,48721,316.91K
739,MIND,"MIND Technology, Inc.",8.84M,-0.64%,2483,38.72M
740,BOXL,Boxlight Corporation,8.83M,0.74%,31591,180.72M
741,VHAI,Vocodia Holdings Corp,8.80M,-3.64%,1117500,156.61K
742,JTAI,Jet.AI Inc.,8.64M,-1.77%,119916,29.90M
