,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
368,DXPE,"DXP Enterprises, Inc.",718.75M,-0.84%,28962,1.68B
369,HA,"Hawaiian Holdings, Inc.",716.22M,-0.22%,274098,2.72B
370,EGLE,Eagle Bulk Shipping Inc.,713.76M,-1.33%,66914,393.80M
371,OFLX,"Omega Flex, Inc.",705.69M,0.13%,388,111.47M
372,GSL,"Global Ship Lease, Inc.",700.25M,-0.30%,126708,674.80M
373,IIIN,"Insteel Industries, Inc.",693.53M,-2.44%,17928,604.01M
374,EH,EHang Holdings Limited,689.08M,11.83%,1466852,10.52M
375,SPCE,"Virgin Galactic Holdings, Inc.",688.07M,0.58%,3341017,6.80M
376,NVRI,Enviri Corporation,668.22M,-2.03%,135021,2.07B
377,HSII,"Heidrick & Struggles International, Inc.",666.67M,-4.04%,20583,1.04B
378,TPC,Tutor Perini Corporation,661.24M,1.57%,174874,3.88B
379,AGX,"Argan, Inc.",656.67M,-0.18%,6957,527.56M
380,IRS,IRSA Inversiones y Representaciones SA,654.62M,-2.07%,152499,348.50M
381,ASC,Ardmore Shipping Corporation,651.79M,-0.89%,141544,395.98M
382,NPWR,NET Power Inc.,647.76M,5.68%,104712,755.00K
383,PL,Planet Labs PBC,644.28M,-1.79%,379884,214.82M
384,CASS,"Cass Information Systems, Inc.",643.42M,-0.02%,13654,197.51M
385,PLPC,Preformed Line Products Company,633.23M,0.37%,17811,669.68M
386,ATRO,Astronics Corporation,626.96M,-0.69%,20305,689.21M
387,LNZA,"LanzaTech Global, Inc.",610.57M,-2.83%,38721,62.63M
388,CLCO,Cool Company Ltd.,605.77M,0.80%,79619,372.12M
389,CVLG,"Covenant Logistics Group, Inc.",600.30M,-1.29%,12913,1.10B
390,EVLV,"Evolv Technologies Holdings, Inc.",590.47M,-4.90%,426498,80.42M
391,GLDD,Great Lakes Dredge & Dock Corporation,588.28M,-3.74%,61514,589.63M
392,TITN,Titan Machinery Inc.,575.12M,0.75%,25875,2.49B
393,CRESY,Cresud S.A.C.I.F. y A.,558.61M,-1.75%,86171,743.19M
394,ADSE,ADS-TEC Energy PLC,554.41M,-7.57%,18614,60.74M
395,SB,"Safe Bulkers, Inc.",553.62M,-,1377589,284.40M
396,FIP,FTAI Infrastructure Inc.,542.18M,3.53%,845806,310.42M
397,AMSC,American Superconductor Corporation,540.60M,-1.74%,509061,135.35M
398,NPK,"National Presto Industries, Inc.",536.14M,0.38%,3646,356.54M
399,KE,"Kimball Electronics, Inc.",535.43M,-0.56%,17929,1.84B
400,LMB,"Limbach Holdings, Inc.",534.55M,-4.66%,56007,517.14M
401,SAVE,"Spirit Airlines, Inc.",530.97M,-7.42%,6347910,5.36B
402,FC,Franklin Covey Co.,527.46M,-1.39%,5728,279.55M
403,ACCO,ACCO Brands Corporation,518.31M,-1.28%,100902,1.83B
404,EBF,"Ennis, Inc.",513.10M,0.05%,22353,425.37M
405,FCEL,"FuelCell Energy, Inc.",510.60M,-1.77%,5368866,103.01M
406,LILM,Lilium N.V.,507.22M,3.06%,1535695,-
407,BWMN,Bowman Consulting Group Ltd.,492.49M,-1.98%,17998,328.90M
408,MTW,"The Manitowoc Company, Inc.",472.40M,-0.15%,33484,2.23B
409,CMPO,"CompoSecure, Inc.",472.18M,0.84%,45825,384.52M
410,RGP,"Resources Connection, Inc.",470.46M,-2.21%,123044,704.52M
411,EAF,GrafTech International Ltd.,462.30M,-,1352259,620.50M
412,TRC,Tejon Ranch Co.,446.01M,-0.90%,7942,44.74M
413,BBCP,"Concrete Pumping Holdings, Inc.",420.20M,-0.26%,69163,446.38M
414,KODK,Eastman Kodak Company,407.31M,2.15%,435412,1.15B
415,ACTG,Acacia Research Corporation,401.54M,-,26099,45.91M
416,FORR,"Forrester Research, Inc.",392.86M,-2.06%,182103,480.78M
417,DSKE,"Daseke, Inc.",389.87M,-,38874,1.57B
418,PANL,"Pangaea Logistics Solutions, Ltd.",381.03M,-0.96%,136895,495.31M
419,SWIM,"Latham Group, Inc.",378.69M,-2.37%,54215,583.55M
420,TBI,"TrueBlue, Inc.",378.53M,-2.07%,135560,1.91B
421,SHYF,"The Shyft Group, Inc.",366.13M,-0.19%,25893,872.20M
422,CVEO,Civeo Corporation,363.37M,0.28%,55149,700.81M
423,CIX,CompX International Inc.,361.41M,20.99%,15850,161.29M
424,ASLE,AerSale Corporation,359.52M,-1.36%,737564,334.50M
425,MTRX,Matrix Service Company,356.87M,-1.99%,86204,765.45M
426,PTSI,"P.A.M. Transportation Services, Inc.",356.75M,-1.30%,257,868.25M
427,CYD,China Yuchai International Limited,355.47M,0.11%,2705,2.30B
428,ALTG,Alta Equipment Group Inc.,351.84M,-1.28%,40158,1.91B
429,HSHP,Himalaya Shipping Ltd.,350.32M,-,52465,36.74M
430,DSX,Diana Shipping Inc.,350.31M,-0.33%,144173,262.10M
431,WLDN,"Willdan Group, Inc.",342.87M,1.54%,65323,510.10M
432,NWPX,Northwest Pipe Company,335.45M,-1.24%,3803,444.36M
433,WLFC,Willis Lease Finance Corporation,327.49M,-0.25%,1560,392.42M
434,AMBI,Ambipar Emergency Response,325.93M,-,42,-
435,LEV,The Lion Electric Company,309.92M,-,156658,253.50M
436,PKOH,Park-Ohio Holdings Corp.,309.86M,2.19%,28886,1.66B
437,PKE,Park Aerospace Corp.,309.07M,-0.72%,2263,53.20M
438,NVX,Novonix Limited,306.68M,-5.20%,17586,8.05M
439,BLDE,"Blade Air Mobility, Inc.",297.79M,1.27%,540530,215.84M
440,POWW,"AMMO, Inc.",288.35M,-2.02%,151444,148.32M
441,LXFR,Luxfer Holdings PLC,283.16M,0.95%,34402,405.00M
442,SPIR,"Spire Global, Inc.",280.63M,-5.76%,89058,105.70M
443,NL,"NL Industries, Inc.",277.37M,10.04%,43401,161.29M
444,ORN,"Orion Group Holdings, Inc.",275.69M,6.14%,344776,711.78M
445,SLDP,"Solid Power, Inc.",275.26M,-3.95%,760730,17.41M
446,QUAD,"Quad/Graphics, Inc.",274.48M,-3.81%,103850,2.96B
447,MG,"Mistras Group, Inc.",273.54M,-0.56%,22000,705.47M
448,MEC,"Mayville Engineering Company, Inc.",265.15M,2.61%,4534,588.43M
449,GHM,Graham Corporation,263.99M,-1.35%,3268,179.49M
450,EVI,"EVI Industries, Inc.",263.75M,3.03%,8734,367.55M
451,BYRN,Byrna Technologies Inc.,262.48M,-3.75%,89421,42.64M
452,RLGT,"Radiant Logistics, Inc.",260.89M,-1.26%,9912,888.28M
453,ESEA,Euroseas Ltd.,258.60M,-2.72%,17941,189.36M
454,FSTR,L.B. Foster Company,256.23M,-3.61%,9466,543.74M
455,SLND,"Southland Holdings, Inc.",255.06M,6.26%,4901,1.16B
456,GENC,"Gencor Industries, Inc.",245.75M,-1.80%,4303,105.27M
457,FREY,FREYR Battery,244.48M,-6.86%,633747,-
458,BAER,"Bridger Aerospace Group Holdings, Inc.",243.66M,1.80%,6923,66.71M
459,LGCL,Lucas GC Limited,237.89M,-8.00%,71702,178.70M
460,AMPX,"Amprius Technologies, Inc.",235.13M,10.90%,216776,5.90M
461,TWIN,"Twin Disc, Incorporated",235.13M,1.55%,7439,294.24M
462,LLAP,Terran Orbital Corporation,231.41M,0.84%,1183041,136.24M
463,PFMT,Performant Financial Corporation,230.62M,1.67%,36588,110.42M
464,NNBR,"NN, Inc.",230.13M,4.32%,116893,494.75M
465,MVST,"Microvast Holdings, Inc.",221.97M,-0.88%,547345,266.84M
466,AAN,"The Aaron's Company, Inc.",220.12M,-2.62%,73259,2.14B
467,GASS,StealthGas Inc.,217.51M,-1.14%,52587,143.53M
468,RCMT,"RCM Technologies, Inc.",217.19M,0.22%,21343,262.43M
469,BLNK,Blink Charging Co.,215.03M,-2.51%,3566287,120.49M
470,DLHC,DLH Holdings Corp.,197.24M,-1.21%,19613,401.00M
471,RDW,Redwire Corporation,194.40M,3.67%,40163,234.02M
472,EOSE,"Eos Energy Enterprises, Inc.",190.89M,-8.08%,1448180,16.38M
473,KNOP,KNOT Offshore Partners LP,185.52M,-1.32%,11256,290.72M
474,SST,"System1, Inc.",184.62M,1.78%,17482,589.77M
475,SCWO,"374Water, Inc.",181.75M,0.73%,9105,1.65M
476,TUSK,"Mammoth Energy Services, Inc.",177.14M,-,18694,309.49M
477,LUNR,"Intuitive Machines, Inc.",174.46M,8.78%,1732020,86.95M
478,GRIN,Grindrod Shipping Holdings Ltd.,171.35M,0.68%,5976,387.10M
479,SHIM,Shimmick Corporation,169.66M,-3.55%,460,655.24M
480,HQI,"HireQuest, Inc.",168.19M,2.07%,2704,32.28M
481,SHIP,Seanergy Maritime Holdings Corp.,165.72M,-2.61%,36582,125.02M
482,ULBI,Ultralife Corporation,159.48M,0.31%,13387,150.20M
483,GWH,"ESS Tech, Inc.",154.93M,-4.99%,172430,4.76M
484,EML,The Eastern Company,151.47M,-0.25%,178,275.54M
485,CSTE,Caesarstone Ltd.,150.23M,-5.29%,12709,565.23M
486,TG,Tredegar Corporation,149.33M,-0.46%,35317,724.66M
487,EVTL,Vertical Aerospace Ltd.,147.37M,2.84%,164999,-
488,TPIC,"TPI Composites, Inc.",146.68M,-7.89%,406615,1.46B
489,ISSC,"Innovative Solutions and Support, Inc.",143.87M,-0.49%,14643,37.60M
490,QRHC,Quest Resource Holding Corporation,140.42M,0.71%,4796,281.29M
491,HURC,"Hurco Companies, Inc.",138.25M,-4.85%,8236,218.18M
492,SFWL,Shengfeng Development Limited,135.14M,-3.45%,21908,388.76M
493,DHX,"DHI Group, Inc.",131.13M,-1.10%,72334,151.88M
494,ESOA,Energy Services of America Corporation,130.23M,0.38%,55132,334.23M
495,TAYD,"Taylor Devices, Inc.",127.92M,-0.43%,5165,40.87M
496,TATT,TAT Technologies Ltd.,127.01M,-4.23%,6837,113.79M
497,MNTX,"Manitex International, Inc.",126.71M,4.58%,16965,291.39M
498,CRGO,Freightos Limited,121.00M,2.42%,10020,20.28M
499,PESI,"Perma-Fix Environmental Services, Inc.",120.07M,-2.83%,6238,83.77M
500,BW,"Babcock & Wilcox Enterprises, Inc.",117.52M,-9.79%,393346,1.05B
501,ARQ,"Arq, Inc.",117.50M,8.90%,23710,94.49M
502,SKYX,SKYX Platforms Corp.,113.36M,4.88%,89625,36.62M
503,ARC,"ARC Document Solutions, Inc.",112.47M,-0.76%,54630,281.20M
504,SCX,The L.S. Starrett Company,109.60M,58.87%,714475,251.66M
505,SOAR,Volato Group Inc.,108.40M,-1.86%,43596,109.72M
506,GIFI,"Gulf Island Fabrication, Inc.",106.65M,5.79%,144934,151.07M
507,BGSF,"BGSF, Inc.",105.90M,-0.52%,1220,316.88M
508,ELVA,Electrovaya Inc.,104.72M,-0.25%,21217,44.06M
509,MHH,"Mastech Digital, Inc.",103.23M,-2.13%,472,212.26M
510,TORO,Toro Corp.,102.80M,-0.36%,35178,78.47M
511,FBYD,"Falcon's Beyond Global, Inc.",102.30M,-12.12%,1958,22.85M
512,IVAC,"Intevac, Inc.",101.52M,-,9781,52.67M
513,VTSI,"VirTra, Inc.",99.63M,0.11%,21451,36.57M
514,RR,Richtech Robotics Inc.,98.09M,-,39968,8.92M
515,MPU,Mega Matrix Corp.,95.33M,-1.83%,85195,1.51M
516,CBAT,"CBAK Energy Technology, Inc.",94.86M,4.72%,95214,202.72M
517,PMEC,Primech Holdings Ltd.,92.43M,-10.94%,204576,69.03M
518,OMEX,"Odyssey Marine Exploration, Inc.",89.20M,-6.32%,113413,1.11M
519,AENT,Alliance Entertainment Holding Corporation,84.55M,-0.60%,5154,1.13B
520,ZCAR,"Zoomcar Holdings, Inc.",82.37M,-8.40%,56347,16.54M
521,SRFM,Surf Air Mobility Inc.,80.99M,-4.67%,132241,100.01M
522,LICY,Li-Cycle Holdings Corp.,75.56M,-5.38%,705784,-
523,IPWR,Ideal Power Inc.,74.85M,1.27%,7418,154.00K
524,XOS,"Xos, Inc.",74.55M,1.55%,1603,34.72M
525,FLUX,"Flux Power Holdings, Inc.",69.77M,-1.90%,15967,64.48M
526,APT,"Alpha Pro Tech, Ltd.",69.07M,2.70%,15639,58.19M
527,TOPS,Top Ships Inc.,67.31M,-1.95%,852,124.43M
528,EDRY,EuroDry Ltd.,65.60M,0.73%,1821,47.59M
529,VATE,INNOVATE Corp.,64.64M,-16.43%,102921,1.42B
530,ESP,Espey Mfg. & Electronics Corp.,63.75M,1.07%,3332,37.02M
531,CODA,"Coda Octopus Group, Inc.",62.19M,-1.59%,15350,19.35M
532,PPIH,"Perma-Pipe International Holdings, Inc.",60.93M,0.39%,2834,146.93M
533,BEEP,Mobile Infrastructure Corporation,57.00M,-3.95%,10980,44.38M
534,RAIL,"FreightCar America, Inc.",55.50M,-,5020,360.48M
535,PPSI,"Pioneer Power Solutions, Inc.",54.62M,5.45%,316807,42.60M
536,AQMS,"Aqua Metals, Inc.",53.33M,-4.29%,185790,25.00K
537,BWEN,"Broadwind, Inc.",51.11M,-0.42%,51520,203.48M
538,NTIP,"Network-1 Technologies, Inc.",51.04M,-0.46%,1343,2.60M
539,AP,Ampco-Pittsburgh Corporation,50.26M,0.40%,2849,407.77M
540,AIRT,"Air T, Inc.",49.26M,1.60%,2140,288.53M
541,OPXS,"Optex Systems Holdings, Inc",49.13M,-2.08%,4775,28.59M
542,PXS,Pyxis Tankers Inc.,47.66M,-1.09%,6370,50.60M
543,GLBS,Globus Maritime Limited,46.31M,-0.44%,15579,32.40M
544,HOVR,New Horizon Aircraft Ltd.,44.74M,-6.67%,105093,-
545,CLIR,ClearSign Technologies Corporation,44.39M,-9.24%,6776,1.18M
546,KSCP,"Knightscope, Inc.",44.24M,-2.15%,824277,12.13M
547,AZ,A2Z Smart Technologies Corp.,43.27M,-7.55%,14271,15.75M
548,BEST,BEST Inc.,42.40M,-0.59%,16507,1.11B
549,SUGP,SU Group Holdings Limited,41.84M,-0.32%,84573,20.93M
550,CTRM,Castor Maritime Inc.,41.56M,-1.79%,124594,97.52M
551,LTBR,Lightbridge Corporation,41.55M,-1.68%,30514,-
552,VCIG,VCI Global Limited,41.45M,0.92%,86019,12.53M
553,HSON,"Hudson Global, Inc.",40.14M,1.12%,55,176.72M
554,JOB,"GEE Group, Inc.",39.19M,-1.47%,148798,141.93M
555,HYFM,"Hydrofarm Holdings Group, Inc.",38.79M,0.94%,90570,226.58M
556,STI,Solidion Technology Inc.,38.72M,125.75%,105617605,19.04K
557,GTEC,Greenland Technologies Holding Corporation,36.57M,-6.69%,5039,86.69M
558,MESA,"Mesa Air Group, Inc.",35.95M,-0.26%,69825,498.07M
559,FTEK,"Fuel Tech, Inc.",35.40M,0.43%,5124,27.08M
560,AERT,Aeries Technology Inc.,35.10M,-3.56%,40788,105.90M
561,GFAI,"Guardforce AI Co., Limited",34.80M,-9.60%,213901,35.95M
562,SVT,"Servotronics, Inc.",34.57M,-,74,43.47M
563,CCTG,CCSC Technology International Holdings Limited,34.51M,-1.65%,44704,15.94M
564,RFIL,"RF Industries, Ltd.",33.20M,0.93%,130,72.17M
565,CVV,CVD Equipment Corporation,32.42M,-,6682,27.23M
566,CVU,"CPI Aerostructures, Inc.",31.55M,1.20%,2933,87.04M
567,DFLI,Dragonfly Energy Holdings Corp.,31.20M,4.98%,35448,74.16M
568,OESX,"Orion Energy Systems, Inc.",30.90M,1.11%,4856,85.80M
569,NEOV,NeoVolta Inc.,29.95M,-4.47%,37172,3.13M
570,LICN,Lichen China Limited,28.62M,-,6891,33.58M
571,SPEC,Spectaire Holdings Inc.,28.39M,-5.34%,141103,-
572,CACO,Caravelle International Group,28.15M,4.40%,1703,133.78M
573,APWC,Asia Pacific Wire & Cable Corporation Limited,27.83M,-,2287,433.89M
574,TISI,"Team, Inc.",27.02M,-18.08%,29927,862.62M
575,SNT,Senstar Technologies Ltd.,26.58M,-,10258,33.77M
576,USEA,United Maritime Corporation,24.73M,0.35%,19779,33.42M
577,FPAY,"FlexShopper, Inc.",24.47M,3.67%,41423,108.12M
578,XPON,Expion360 Inc.,24.38M,-4.17%,791,6.54M
579,JYD,Jayud Global Logistics Limited,24.09M,-1.02%,6783,90.75M
580,SGRP,"SPAR Group, Inc.",23.94M,-0.49%,142,262.29M
581,PSHG,Performance Shipping Inc.,23.21M,-0.52%,33537,108.94M
582,UGRO,"urban-gro, Inc.",23.17M,-5.29%,66509,73.86M
583,EPOW,"Sunrise New Energy Co., Ltd.",22.87M,-1.68%,61412,48.57M
584,WHLM,"Wilhelmina International, Inc.",22.80M,-5.06%,203,17.54M
585,ALPP,"Alpine 4 Holdings, Inc.",22.35M,7.75%,7197,106.08M
586,IGC,IGC Pharma Inc,21.23M,-0.18%,84167,1.22M
587,DCFC,Tritium DCFC Limited,20.96M,-8.27%,1262560,184.54M
588,PIXY,"ShiftPixy, Inc.",20.78M,1.34%,9112,15.64M
589,IPDN,"Professional Diversity Network, Inc.",19.56M,-5.71%,9871,7.76M
590,RVSN,Rail Vision Ltd.,19.06M,6.71%,29231931,142.00K
591,SIF,"SIFCO Industries, Inc.",18.74M,-1.63%,208,86.78M
592,LIQT,"LiqTech International, Inc.",17.81M,-1.64%,2522,18.09M
593,SIDU,"Sidus Space, Inc.",17.31M,-2.17%,140681,6.95M
594,OPTT,"Ocean Power Technologies, Inc.",17.16M,-0.17%,208158,3.88M
595,LASE,Laser Photonics Corporation,15.85M,-8.85%,111838,4.61M
596,OP,OceanPal Inc.,15.65M,1.90%,12456,18.87M
597,GVH,Globavend Holdings Limited,15.46M,4.90%,11081,18.59M
598,CVR,Chicago Rivet & Machine Co.,14.76M,-2.16%,1584,31.58M
599,TOMZ,"TOMI Environmental Solutions, Inc.",14.55M,-1.64%,8913,8.64M
600,JAN,JanOne Inc.,14.03M,-6.01%,57850,11.16M
601,AIRI,Air Industries Group,13.56M,-1.71%,1904,51.94M
602,GRNQ,Greenpro Capital Corp.,13.11M,3.09%,42906,3.29M
603,ASTC,Astrotech Corporation,13.04M,-2.40%,2907,1.99M
604,ASTR,"Astra Space, Inc.",13.03M,0.87%,315969,963.00K
605,IVDA,"Iveda Solutions, Inc.",12.77M,-9.58%,44734,7.59M
606,SHPW,"Shapeways Holdings, Inc.",12.76M,-2.56%,1771,33.72M
607,IDEX,"Ideanomics, Inc.",12.69M,-,185984,36.48M
608,KITT,"Nauticus Robotics, Inc.",12.16M,-2.71%,432909,8.77M
609,CHNR,"China Natural Resources, Inc.",11.79M,-3.33%,28545,2.91M
610,ROMA,Roma Green Finance Limited,11.78M,11.68%,46077,1.74M
611,VRME,"VerifyMe, Inc.",11.69M,-0.06%,2974,26.30M
612,MWG,Multi Ways Holdings Ltd,11.32M,4.11%,9800,32.64M
613,DPRO,Draganfly Inc.,10.99M,-0.60%,299265,5.15M
614,YGMZ,MingZhu Logistics Holdings Limited,10.91M,-1.09%,136229,109.83M
615,CLWT,Euro Tech Holdings Company Limited,10.89M,1.42%,3710,16.18M
616,WLGS,"WANG & LEE GROUP, Inc.",10.59M,-1.85%,23430,4.36M
617,ARTW,"Art's-Way Manufacturing Co., Inc.",9.62M,1.58%,363,30.28M
618,HIHO,Highway Holdings Limited,9.23M,-,973,-
619,AWX,Avalon Holdings Corporation,9.18M,2.76%,2262,84.54M
620,ENG,ENGlobal Corporation,8.97M,0.98%,5819,40.79M
621,ILAG,Intelligent Living Application Group Inc.,8.88M,1.39%,4186,6.75M
622,GWAV,"Greenwave Technology Solutions, Inc.",8.27M,-10.33%,149493,32.65M
623,PRZO,ParaZero Technologies Ltd.,8.23M,-4.16%,62317,560.12K
624,EFSH,1847 Holdings LLC,8.22M,-23.33%,177891,63.06M
625,RAYA,Erayak Power Solution Group Inc.,7.95M,11.45%,18763,24.88M
626,MNTS,Momentus Inc.,7.48M,-9.41%,269977,2.19M
627,POLA,"Polar Power, Inc.",7.20M,1.63%,19554,18.05M
628,DGLY,"Digital Ally, Inc.",7.12M,4.33%,2471,31.19M
629,ESGL,ESGL Holdings Ltd,7.01M,14.54%,548512,8.39M
630,KIQ,Kelso Technologies Inc.,6.76M,31.86%,145722,10.14M
631,GPAK,Gamer Pakistan Inc.,6.73M,-0.70%,61733,-
632,KWE,KWESST Micro Systems Inc.,6.22M,0.46%,2827,786.61K
633,VIEW,"View, Inc.",5.78M,-7.79%,35251,128.84M
634,AEHL,Antelope Enterprise Holdings Limited,5.56M,-6.25%,74330,63.62M
635,BURU,"Nuburu, Inc.",5.38M,-,47628,2.15M
636,SGLY,Singularity Future Technology Ltd.,4.94M,14.38%,3421,3.68M
637,SGBX,Safe & Green Holdings Corp,4.81M,-8.25%,1507793,18.67M
638,CEAD,CEA Industries Inc.,4.60M,-2.02%,2566,8.12M
639,ATXG,Addentax Group Corp.,4.38M,4.17%,5045,5.15M
640,AGFY,Agrify Corporation,4.25M,-4.65%,145370,19.90M
641,CISS,C3is Inc.,3.74M,1.85%,421516,-
642,JCSE,JE Cleantech Holdings Limited,3.70M,7.14%,9253,14.89M
643,BKYI,"BIO-key International, Inc.",3.58M,3.48%,19839,8.59M
644,UUU,"Universal Security Instruments, Inc.",3.47M,2.00%,3418,21.00M
645,SMX,SMX (Security Matters) PLC,2.93M,-12.44%,1532955,-
646,TBLT,"ToughBuilt Industries, Inc.",2.90M,-2.67%,47116,89.62M
647,NXU,"Nxu, Inc.",2.64M,2.98%,365374,-
648,STAF,"Staffing 360 Solutions, Inc.",2.59M,8.63%,14622,258.50M
649,RCRT,"Recruiter.com Group, Inc.",2.58M,-2.84%,4427,9.94M
650,LGMK,"LogicMark, Inc.",2.39M,6.25%,17342,9.65M
651,AULT,"Ault Alliance, Inc.",1.18M,13.12%,11404989,160.92M
652,SPCB,SuperCom Ltd.,1.13M,-,199543,25.51M
